"","carat","cut","color","clarity","price"
"1899",0.33,"Premium","G","VVS2",722
"1900",0.52,"Premium","F","SI2",1073
"1901",1.35,"Very Good","I","SI2",6041
"1902",1.62,"Ideal","E","VS2",16507
"1903",0.32,"Ideal","G","VVS1",936
"1904",1.01,"Very Good","D","SI1",5600
"1905",0.7,"Ideal","G","SI2",2232
"1906",0.27,"Ideal","I","VVS2",412
"1907",0.5,"Premium","E","SI2",1240
"1908",1.73,"Premium","I","VS1",12674
"1909",1.01,"Very Good","I","I1",2896
"1910",0.92,"Premium","D","SI2",4150
"1911",1.71,"Very Good","H","SI1",12791
"1912",0.3,"Ideal","H","VVS2",776
"1913",0.92,"Ideal","D","SI2",5051
"1914",1.17,"Ideal","H","VS2",6324
"1915",0.32,"Ideal","F","IF",943
"1916",1.01,"Good","D","SI1",5147
"1917",0.53,"Ideal","F","SI1",1639
"1918",1.71,"Very Good","F","VS2",13818
"1919",0.39,"Ideal","E","VS1",876
"1920",1.21,"Fair","H","SI1",3862
"1921",0.31,"Ideal","D","VVS2",982
"1922",0.51,"Very Good","F","VS2",1574
"1923",0.7,"Very Good","D","SI2",2104
"1924",1.01,"Premium","F","SI1",5713
"1925",0.32,"Very Good","F","SI1",533
"1926",0.36,"Ideal","E","SI1",631
"1927",1.21,"Premium","J","SI2",4440
"1928",0.33,"Ideal","E","SI1",579
"1929",1.09,"Ideal","E","SI2",5127
"1930",0.72,"Very Good","E","SI1",2479
"1931",2,"Premium","I","SI2",10976
"1932",0.41,"Ideal","E","VVS2",1243
"1933",0.34,"Premium","F","VS2",686
"1934",0.74,"Very Good","E","SI2",2728
"1935",0.7,"Very Good","E","SI1",2396
"1936",1.03,"Very Good","J","SI2",3640
"1937",0.99,"Very Good","F","SI1",5112
"1938",1.51,"Premium","G","SI1",10020
"1939",0.81,"Ideal","I","SI1",3097
"1940",0.41,"Premium","F","VS1",1007
"1941",1.21,"Premium","E","SI1",6261
"1942",1.01,"Ideal","H","SI1",4773
"1943",0.55,"Premium","I","VVS1",1712
"1944",1.43,"Very Good","J","VS2",6579
"1945",0.45,"Very Good","D","SI1",927
"1946",0.31,"Premium","G","VS1",625
"1947",1.07,"Very Good","H","SI1",5143
"1948",0.31,"Ideal","G","VVS1",789
"1949",0.41,"Premium","H","SI1",876
"1950",1.01,"Very Good","F","SI2",4332
"1951",0.37,"Ideal","F","SI1",844
"1952",1.1,"Premium","I","SI2",3271
"1953",1.11,"Premium","I","SI2",4196
"1954",1.03,"Ideal","H","VS2",6123
"1955",1.07,"Very Good","J","VVS2",5661
"1956",1.2,"Very Good","F","VS2",8829
"1957",0.52,"Good","F","VS1",1841
"1958",0.41,"Ideal","D","VS1",1018
"1959",0.71,"Fair","D","VS1",2747
"1960",0.8,"Ideal","F","SI1",2975
"1961",1.04,"Premium","H","VS2",4477
"1962",1.24,"Good","G","VS1",9405
"1963",0.76,"Premium","J","VS1",2262
"1964",0.4,"Ideal","I","VS2",770
"1965",0.41,"Ideal","E","VS1",1153
"1966",0.3,"Good","H","VVS1",684
"1967",1.01,"Ideal","G","SI2",4038
"1968",0.36,"Premium","E","VS1",727
"1969",0.71,"Premium","H","IF",3384
"1970",0.41,"Ideal","D","VS2",1007
"1971",0.35,"Ideal","D","VS2",1063
"1972",1.1,"Ideal","D","VVS2",11132
"1973",2.01,"Good","F","SI2",16013
"1974",0.59,"Ideal","G","SI1",1437
"1975",0.91,"Ideal","D","SI1",5717
"1976",1.06,"Ideal","H","SI1",5020
"1977",1.16,"Very Good","G","VS1",7589
"1978",1.01,"Very Good","D","VS2",7001
"1979",0.33,"Ideal","G","VS1",854
"1980",0.3,"Premium","D","SI1",709
"1981",0.7,"Ideal","G","SI1",2744
"1982",0.3,"Ideal","F","IF",1013
"1983",0.33,"Ideal","G","VS1",666
"1984",1.01,"Very Good","F","SI2",3563
"1985",1.21,"Ideal","I","SI1",5218
"1986",0.92,"Premium","E","SI1",4562
"1987",0.71,"Very Good","I","SI1",2008
"1988",0.32,"Ideal","E","SI1",516
"1989",0.38,"Ideal","E","VS1",1069
"1990",2.01,"Premium","I","SI1",15528
"1991",1.02,"Premium","F","SI1",5686
"1992",1.7,"Premium","F","SI1",14611
"1993",0.42,"Ideal","E","VS2",1024
"1994",1.01,"Very Good","I","VS1",5165
"1995",0.39,"Ideal","G","SI1",665
"1996",1.51,"Very Good","I","VS1",9343
"1997",1.22,"Ideal","H","SI1",6654
"1998",0.33,"Very Good","I","SI1",572
"1999",0.43,"Ideal","D","VS1",1264
"2000",1.51,"Fair","H","I1",3765
"2001",0.5,"Good","D","SI1",1210
"2002",0.31,"Ideal","D","SI1",732
"2003",0.34,"Ideal","E","VS2",760
"2004",0.44,"Very Good","F","VS1",1081
"2005",0.71,"Premium","D","SI1",2797
"2006",1.03,"Fair","I","SI1",3892
"2007",0.31,"Ideal","H","SI1",558
"2008",0.91,"Ideal","E","SI2",3968
"2009",0.31,"Ideal","H","VVS2",609
"2010",0.36,"Very Good","E","VS2",789
"2011",0.31,"Premium","E","VS1",942
"2012",0.31,"Ideal","F","VS2",625
"2013",1.5,"Good","D","SI2",8518
"2014",0.92,"Ideal","G","SI2",4068
"2015",1.72,"Ideal","H","VS2",15197
"2016",1.33,"Ideal","H","VS1",8714
"2017",1.7,"Ideal","D","SI1",12190
"2018",0.9,"Fair","D","SI1",3689
"2019",0.77,"Ideal","G","SI2",2275
"2020",0.4,"Premium","E","SI1",882
"2021",0.56,"Ideal","G","SI2",1127
"2022",0.34,"Premium","I","VS1",689
"2023",1,"Very Good","F","SI1",5119
"2024",0.7,"Ideal","H","VS2",2733
"2025",1,"Very Good","E","VS1",5914
"2026",0.67,"Very Good","H","VS1",1981
"2027",1.01,"Premium","G","VS2",5759
"2028",1.53,"Premium","H","VS2",11087
"2029",0.31,"Premium","H","SI1",558
"2030",1.14,"Ideal","H","SI1",7079
"2031",0.32,"Ideal","E","SI2",427
"2032",1.51,"Premium","F","VS2",14817
"2033",0.3,"Very Good","E","VS2",658
"2034",0.72,"Very Good","E","SI2",2688
"2035",0.32,"Ideal","G","VS2",564
"2036",0.44,"Premium","I","VVS1",926
"2037",0.5,"Ideal","F","SI1",1332
"2038",0.75,"Very Good","E","SI1",2993
"2039",0.9,"Very Good","G","SI1",3734
"2040",0.91,"Very Good","D","SI1",4561
"2041",1.61,"Premium","D","SI1",12231
"2042",0.56,"Ideal","D","VS1",2026
"2043",1.01,"Good","D","SI2",4457
"2044",0.5,"Ideal","E","VS1",1619
"2045",0.37,"Premium","F","VS2",894
"2046",0.8,"Ideal","E","VS2",3930
"2047",0.56,"Very Good","D","IF",4025
"2048",1.51,"Good","H","VS1",11512
"2049",0.39,"Ideal","F","VS1",956
"2050",1.2,"Premium","F","I1",2360
"2051",0.52,"Ideal","D","VVS1",3321
"2052",0.5,"Very Good","H","SI1",984
"2053",0.3,"Ideal","G","VVS1",753
"2054",2.25,"Fair","H","I1",6653
"2055",0.61,"Good","F","VS1",2196
"2056",0.9,"Very Good","H","VVS2",4963
"2057",0.3,"Premium","D","SI1",709
"2058",1.02,"Very Good","F","VS2",6597
"2059",1,"Premium","D","SI2",4626
"2060",1.2,"Very Good","G","SI1",5665
"2061",0.5,"Very Good","F","SI1",1197
"2062",0.9,"Very Good","F","VS2",5160
"2063",0.31,"Very Good","I","VVS1",571
"2064",1.1,"Ideal","E","SI2",5174
"2065",0.42,"Good","E","SI1",773
"2066",0.55,"Premium","H","SI2",1246
"2067",1.01,"Good","F","SI2",4197
"2068",0.72,"Ideal","F","VS2",2607
"2069",0.5,"Very Good","E","VS2",1629
"2070",0.9,"Very Good","J","VS2",2984
"2071",1,"Good","E","VS2",6272
"2072",1.01,"Premium","G","VVS2",7466
"2073",1,"Very Good","D","SI2",5227
"2074",0.9,"Ideal","E","SI1",4034
"2075",0.41,"Ideal","G","VVS1",1151
"2076",1.04,"Very Good","G","VS1",6669
"2077",0.41,"Ideal","G","VS2",1061
"2078",0.74,"Ideal","F","VS2",2936
"2079",0.9,"Very Good","G","VS1",4780
"2080",0.52,"Ideal","E","VS2",1815
"2081",0.52,"Ideal","F","VS2",1605
"2082",0.3,"Premium","H","SI1",540
"2083",1.2,"Good","J","VS2",5053
"2084",0.55,"Ideal","D","SI2",1363
"2085",0.6,"Ideal","D","SI1",1774
"2086",0.7,"Ideal","F","SI1",2423
"2087",0.55,"Very Good","D","SI1",1692
"2088",1.01,"Good","I","I1",2844
"2089",0.9,"Ideal","G","SI1",3931
"2090",1.11,"Ideal","H","SI1",5688
"2091",0.33,"Ideal","F","VVS1",1021
"2092",0.4,"Good","E","SI1",687
"2093",0.3,"Ideal","H","VVS2",776
"2094",0.3,"Very Good","H","VVS1",626
"2095",0.31,"Very Good","H","VS2",628
"2096",0.7,"Very Good","G","SI1",2517
"2097",1.59,"Premium","H","SI1",8829
"2098",0.5,"Ideal","E","VS2",1746
"2099",1.74,"Premium","H","SI1",7932
"2100",1.27,"Ideal","E","VS1",11840
"2101",0.52,"Very Good","G","SI2",1049
"2102",1.52,"Premium","I","VS2",9108
"2103",0.52,"Premium","F","VS1",1872
"2104",0.72,"Premium","G","VS1",2685
"2105",0.7,"Premium","D","SI1",2512
"2106",0.42,"Premium","F","SI1",926
"2107",0.3,"Very Good","E","IF",949
"2108",0.81,"Premium","G","VS1",3311
"2109",1.27,"Premium","F","SI2",5428
"2110",0.35,"Very Good","H","VS2",552
"2111",0.3,"Ideal","F","VS2",605
"2112",0.32,"Very Good","I","VS2",449
"2113",0.37,"Ideal","E","VVS2",876
"2114",1.01,"Premium","G","VS1",6335
"2115",0.3,"Very Good","D","VS2",710
"2116",0.32,"Very Good","E","SI1",672
"2117",1.01,"Premium","I","SI1",4166
"2118",1,"Good","H","SI1",4389
"2119",0.76,"Premium","E","SI2",2399
"2120",1.4,"Good","D","SI1",8624
"2121",1.22,"Ideal","H","VS1",8167
"2122",2.11,"Ideal","H","SI2",12226
"2123",0.51,"Fair","F","VS2",1334
"2124",0.36,"Premium","H","VS1",810
"2125",1.01,"Good","E","VS2",6968
"2126",0.78,"Ideal","D","VS1",4336
"2127",0.42,"Premium","F","VS1",1031
"2128",0.31,"Fair","F","SI1",618
"2129",1.22,"Premium","I","SI2",4735
"2130",1.07,"Very Good","F","IF",11019
"2131",1.38,"Premium","H","VS1",7233
"2132",0.51,"Premium","F","SI2",956
"2133",0.38,"Ideal","F","VS2",800
"2134",1.2,"Ideal","I","SI1",5655
"2135",2.28,"Ideal","I","SI2",16187
"2136",0.9,"Very Good","J","VS2",2686
"2137",0.32,"Premium","G","VS2",672
"2138",0.39,"Very Good","E","VS2",808
"2139",0.7,"Fair","F","I1",945
"2140",1.01,"Very Good","G","VVS2",7234
"2141",0.64,"Very Good","D","SI1",1910
"2142",1.54,"Ideal","G","VVS1",16169
"2143",1.33,"Very Good","J","VS2",5785
"2144",2.06,"Premium","I","SI2",11190
"2145",0.52,"Ideal","G","VVS1",1936
"2146",0.32,"Premium","D","SI2",530
"2147",0.42,"Ideal","E","SI1",992
"2148",1.54,"Ideal","J","VS2",8479
"2149",0.5,"Good","E","VS2",1419
"2150",0.32,"Very Good","F","SI1",533
"2151",0.7,"Very Good","G","VVS1",3037
"2152",0.52,"Very Good","H","VS2",1385
"2153",0.55,"Ideal","G","VS2",1833
"2154",0.71,"Very Good","H","SI1",2207
"2155",1.08,"Ideal","G","SI2",4733
"2156",1.01,"Very Good","J","SI1",3499
"2157",0.35,"Premium","E","VS2",767
"2158",0.41,"Ideal","F","VS1",1007
"2159",0.3,"Premium","D","SI1",709
"2160",1.03,"Very Good","G","SI1",5024
"2161",1.34,"Premium","H","SI1",6814
"2162",1.22,"Ideal","I","VS1",6887
"2163",2.05,"Premium","I","SI2",9850
"2164",0.72,"Ideal","H","SI2",2252
"2165",0.31,"Good","G","SI1",593
"2166",1.01,"Very Good","D","VVS2",9965
"2167",0.41,"Premium","G","SI1",719
"2168",0.71,"Good","H","SI1",2096
"2169",0.79,"Premium","H","SI1",2420
"2170",0.26,"Very Good","E","VVS2",597
"2171",1.01,"Ideal","H","SI1",4836
"2172",0.29,"Very Good","F","VS1",504
"2173",0.91,"Fair","D","VS2",4107
"2174",0.38,"Good","E","IF",1318
"2175",0.73,"Premium","D","VS2",2947
"2176",0.24,"Very Good","E","VVS2",485
"2177",1.03,"Premium","E","SI2",4758
"2178",0.33,"Ideal","F","IF",971
"2179",1,"Premium","F","SI1",4939
"2180",0.3,"Very Good","G","VVS1",753
"2181",0.9,"Good","E","SI1",4463
"2182",0.72,"Ideal","G","VS2",3012
"2183",0.3,"Ideal","H","VS2",491
"2184",0.9,"Good","H","SI2",3114
"2185",0.55,"Ideal","G","VVS2",2022
"2186",0.57,"Premium","I","VVS1",1728
"2187",0.93,"Good","G","SI2",3425
"2188",0.23,"Very Good","E","VS1",391
"2189",0.31,"Ideal","G","SI1",493
"2190",0.7,"Very Good","F","VS2",2737
"2191",1.24,"Premium","E","SI2",4666
"2192",0.4,"Ideal","E","VVS2",1238
"2193",0.41,"Very Good","G","IF",1197
"2194",1.19,"Very Good","G","SI1",6127
"2195",1.51,"Good","F","SI2",9301
"2196",0.92,"Good","E","SI1",4183
"2197",0.3,"Very Good","G","VS2",541
"2198",0.3,"Premium","F","VS2",776
"2199",1.52,"Premium","H","SI1",9700
"2200",0.41,"Ideal","G","IF",1431
"2201",1.07,"Ideal","E","VS2",7190
"2202",0.77,"Premium","E","SI2",2723
"2203",1,"Good","E","SI1",5384
"2204",0.36,"Ideal","F","VVS2",896
"2205",2.3,"Premium","G","I1",7226
"2206",1.61,"Ideal","H","VS2",11045
"2207",0.6,"Fair","E","SI2",1033
"2208",1.01,"Fair","G","SI2",2942
"2209",2,"Very Good","J","SI2",12342
"2210",1.58,"Very Good","J","SI1",8057
"2211",0.44,"Ideal","E","VVS1",1438
"2212",0.4,"Good","E","VVS1",1088
"2213",1.08,"Premium","F","SI1",4953
"2214",0.41,"Very Good","D","SI1",689
"2215",0.5,"Premium","E","VS2",1746
"2216",1.01,"Premium","D","SI2",4694
"2217",0.71,"Premium","G","VS1",2694
"2218",0.3,"Premium","H","SI1",540
"2219",0.31,"Good","H","VS2",489
"2220",1.01,"Very Good","E","SI1",4912
"2221",2.59,"Ideal","J","VS1",16465
"2222",1.5,"Very Good","E","VS2",14527
"2223",0.54,"Premium","D","VS2",1993
"2224",0.38,"Very Good","D","SI2",633
"2225",1.01,"Very Good","F","VS2",5650
"2226",0.77,"Very Good","G","VS2",3124
"2227",0.31,"Premium","F","VS2",802
"2228",1.2,"Ideal","I","SI2",5050
"2229",1.01,"Good","F","VS2",6159
"2230",1.51,"Ideal","F","SI1",12252
"2231",0.72,"Very Good","E","VS2",2990
"2232",0.7,"Ideal","E","VVS2",4205
"2233",0.7,"Very Good","G","VS2",3026
"2234",1.04,"Ideal","G","VS2",7415
"2235",1.01,"Good","E","VS1",7234
"2236",0.55,"Ideal","D","VS2",2459
"2237",0.51,"Good","E","VS2",1662
"2238",0.52,"Ideal","G","SI1",1338
"2239",0.3,"Ideal","E","VVS2",766
"2240",0.26,"Very Good","I","SI1",445
"2241",1.01,"Very Good","G","VVS2",6257
"2242",0.53,"Ideal","I","VS2",1173
"2243",0.54,"Ideal","I","SI1",1170
"2244",0.35,"Premium","D","SI1",827
"2245",0.39,"Premium","H","SI2",468
"2246",0.53,"Very Good","I","VS1",1286
"2247",1.07,"Premium","G","SI2",3296
"2248",0.7,"Fair","I","SI1",1720
"2249",1.04,"Ideal","H","SI2",4484
"2250",0.34,"Premium","G","VVS2",995
"2251",0.5,"Ideal","I","VVS2",1322
"2252",1.11,"Good","I","VS1",4817
"2253",0.43,"Premium","G","VS2",1113
"2254",1.14,"Premium","G","SI1",5650
"2255",0.9,"Very Good","G","VS2",4484
"2256",0.31,"Ideal","G","VVS2",687
"2257",0.3,"Ideal","F","VVS1",1041
"2258",0.7,"Very Good","E","SI2",2298
"2259",0.32,"Ideal","E","VVS1",954
"2260",0.34,"Ideal","G","VS2",596
"2261",0.41,"Very Good","F","SI1",705
"2262",0.71,"Very Good","I","VS2",1840
"2263",1.34,"Very Good","J","VS1",6237
"2264",0.57,"Very Good","E","VS2",1851
"2265",0.7,"Premium","F","VS2",2822
"2266",0.77,"Good","F","VS1",3393
"2267",0.35,"Very Good","I","VS2",491
"2268",0.26,"Premium","E","VVS1",599
"2269",0.35,"Ideal","E","IF",1254
"2270",0.8,"Good","F","VS2",3429
"2271",1.02,"Ideal","H","SI2",4225
"2272",0.3,"Ideal","D","VS1",848
"2273",1.01,"Premium","J","VS2",3535
"2274",1.4,"Very Good","I","VS2",7702
"2275",0.7,"Ideal","H","SI2",2202
"2276",0.52,"Ideal","H","VVS2",1581
"2277",1.04,"Ideal","F","SI2",4630
"2278",0.84,"Premium","E","VS1",4318
"2279",0.7,"Fair","I","SI1",1848
"2280",0.72,"Very Good","H","VVS2",2771
"2281",0.4,"Very Good","H","VS1",807
"2282",0.32,"Premium","G","SI1",612
"2283",0.55,"Ideal","F","VS1",1980
"2284",0.9,"Good","F","SI2",3116
"2285",0.74,"Fair","E","SI1",2069
"2286",1.53,"Ideal","I","VS2",9853
"2287",1.23,"Very Good","H","VVS1",8405
"2288",0.44,"Ideal","E","SI1",810
"2289",1.21,"Premium","G","VVS2",9370
"2290",0.84,"Very Good","J","VS1",2544
"2291",0.5,"Good","H","SI1",1017
"2292",0.4,"Very Good","D","VS2",845
"2293",1.63,"Very Good","H","SI1",10721
"2294",0.91,"Premium","D","SI1",4663
"2295",1.51,"Very Good","G","VVS2",15110
"2296",0.9,"Premium","H","VS2",4082
"2297",0.34,"Premium","D","VS2",805
"2298",0.44,"Very Good","E","SI1",810
"2299",0.3,"Very Good","E","VS2",575
"2300",0.6,"Good","E","SI1",1863
"2301",0.33,"Ideal","G","IF",946
"2302",0.3,"Ideal","D","VVS2",814
"2303",1.5,"Premium","I","VS1",9900
"2304",0.54,"Ideal","G","SI1",1368
"2305",0.9,"Good","I","SI1",3176
"2306",1.32,"Ideal","G","VS1",9979
"2307",0.31,"Ideal","F","VVS1",840
"2308",0.38,"Ideal","D","VS2",929
"2309",0.32,"Ideal","E","I1",490
"2310",0.28,"Ideal","G","IF",650
"2311",0.3,"Premium","I","SI1",394
"2312",0.64,"Ideal","G","IF",2790
"2313",1.43,"Premium","G","VS2",10609
"2314",0.52,"Ideal","E","VVS1",3125
"2315",0.48,"Ideal","G","IF",1791
"2316",0.3,"Ideal","E","VVS1",826
"2317",1.19,"Premium","I","SI1",5664
"2318",0.7,"Very Good","J","VVS2",1968
"2319",0.27,"Ideal","F","VS2",583
"2320",1.04,"Ideal","F","IF",10787
"2321",0.32,"Premium","H","VVS2",828
"2322",0.85,"Ideal","E","VS1",4189
"2323",0.29,"Very Good","E","VS1",499
"2324",0.42,"Ideal","G","VS1",921
"2325",1.28,"Premium","H","SI2",5376
"2326",1.01,"Ideal","E","SI1",5599
"2327",0.79,"Premium","J","SI1",2199
"2328",0.3,"Premium","G","VVS2",878
"2329",1.5,"Premium","G","I1",5914
"2330",0.98,"Ideal","G","SI2",4116
"2331",0.36,"Ideal","D","SI1",801
"2332",0.42,"Ideal","G","VS2",1087
"2333",0.91,"Ideal","H","SI1",4919
"2334",0.24,"Very Good","F","VVS2",547
"2335",2.35,"Very Good","I","SI2",15122
"2336",0.4,"Premium","G","VS2",966
"2337",1.03,"Very Good","F","VS1",8089
"2338",1.7,"Premium","J","VS2",9939
"2339",1.62,"Premium","F","SI1",11733
"2340",1.07,"Fair","F","SI1",4554
"2341",0.37,"Ideal","F","VVS1",1342
"2342",0.33,"Ideal","G","VS2",604
"2343",2.01,"Premium","I","SI1",15528
"2344",1.01,"Good","I","VS2",4197
"2345",0.36,"Very Good","H","VVS1",753
"2346",1,"Ideal","F","VS2",6424
"2347",0.32,"Ideal","H","IF",814
"2348",0.4,"Premium","H","VS1",938
"2349",0.79,"Ideal","G","SI1",2898
"2350",1.58,"Ideal","E","VS1",18057
"2351",0.94,"Premium","E","SI2",4098
"2352",1.02,"Very Good","E","SI1",6397
"2353",0.4,"Premium","G","SI1",900
"2354",0.52,"Ideal","F","VVS1",2251
"2355",0.39,"Very Good","F","SI1",670
"2356",0.29,"Very Good","G","VVS2",541
"2357",0.32,"Very Good","G","IF",954
"2358",0.5,"Premium","I","VVS1",1556
"2359",1.52,"Ideal","G","SI1",11105
"2360",0.3,"Good","H","SI2",378
"2361",0.4,"Premium","E","VS2",912
"2362",0.58,"Very Good","F","SI2",1173
"2363",0.36,"Ideal","F","VVS2",828
"2364",0.41,"Good","F","VS2",863
"2365",0.55,"Very Good","D","SI1",1692
"2366",0.31,"Ideal","E","SI2",435
"2367",0.33,"Ideal","D","SI2",492
"2368",0.71,"Very Good","F","SI1",2590
"2369",0.58,"Ideal","D","SI1",1737
"2370",0.31,"Ideal","G","VS1",658
"2371",0.33,"Ideal","E","VVS1",1312
"2372",0.76,"Premium","F","SI2",2469
"2373",0.51,"Ideal","E","VVS1",3226
"2374",1.03,"Ideal","D","SI1",5804
"2375",0.35,"Premium","D","SI1",644
"2376",0.9,"Very Good","E","VS2",4707
"2377",0.7,"Good","I","SI2",1675
"2378",0.38,"Ideal","E","VVS2",1073
"2379",0.59,"Ideal","F","SI1",1561
"2380",0.9,"Good","H","VS1",3669
"2381",0.59,"Very Good","E","VVS2",2214
"2382",0.34,"Ideal","F","IF",999
"2383",0.34,"Ideal","E","VS1",790
"2384",0.59,"Very Good","F","SI1",2124
"2385",0.31,"Very Good","J","SI1",353
"2386",1.5,"Very Good","G","SI1",10019
"2387",0.32,"Very Good","D","SI1",589
"2388",0.32,"Ideal","H","VS2",648
"2389",1.5,"Ideal","H","VS2",10920
"2390",0.38,"Ideal","I","VS1",874
"2391",0.27,"Ideal","H","SI1",393
"2392",0.71,"Ideal","D","VVS2",4222
"2393",0.73,"Premium","F","SI1",2527
"2394",0.5,"Premium","G","VS1",1746
"2395",0.31,"Ideal","G","VVS2",907
"2396",2.3,"Very Good","I","SI2",14603
"2397",1.01,"Premium","F","VS2",6097
"2398",0.43,"Premium","H","I1",452
"2399",1.61,"Good","G","VS2",9467
"2400",0.9,"Premium","H","SI2",3105
"2401",0.7,"Ideal","G","VVS2",3191
"2402",0.3,"Good","G","IF",956
"2403",0.4,"Good","G","IF",1120
"2404",0.34,"Ideal","D","IF",2346
"2405",0.72,"Ideal","G","VVS1",3548
"2406",0.26,"Ideal","H","VVS1",468
"2407",0.53,"Ideal","J","VS2",1038
"2408",1.51,"Premium","G","VS1",13293
"2409",0.74,"Premium","H","VS2",2553
"2410",0.41,"Ideal","F","VS1",1076
"2411",1.03,"Ideal","F","VS1",7613
"2412",0.71,"Very Good","F","VS2",3323
"2413",1.12,"Premium","D","VS2",7587
"2414",0.41,"Ideal","D","SI1",791
"2415",0.32,"Ideal","D","VS1",720
"2416",1.01,"Premium","H","VS2",5260
"2417",0.76,"Ideal","F","SI2",2469
"2418",0.5,"Fair","F","SI1",994
"2419",1.2,"Very Good","E","VS2",8769
"2420",0.31,"Premium","E","VVS2",1046
"2421",0.31,"Very Good","J","VS2",380
"2422",0.43,"Very Good","G","VS1",943
"2423",1.01,"Very Good","D","VVS2",10453
"2424",0.3,"Fair","F","SI1",599
"2425",1,"Premium","F","SI1",5151
"2426",0.31,"Premium","H","VS1",698
"2427",1.28,"Very Good","H","VS1",8645
"2428",0.71,"Ideal","D","VS2",3838
"2429",0.65,"Very Good","G","VVS2",2178
"2430",1.51,"Very Good","F","SI1",11560
"2431",0.32,"Ideal","G","VS2",720
"2432",0.32,"Premium","H","VVS1",936
"2433",1.36,"Ideal","F","VS1",11132
"2434",0.7,"Ideal","I","VS2",2351
"2435",0.38,"Ideal","G","VVS1",1067
"2436",1.21,"Very Good","I","SI1",5245
"2437",0.31,"Premium","G","VS1",770
"2438",0.87,"Very Good","G","SI2",2802
"2439",1.51,"Good","F","SI1",11560
"2440",0.3,"Ideal","F","VVS1",1114
"2441",0.28,"Premium","E","VVS2",780
"2442",1,"Good","F","VS2",6183
"2443",1.13,"Ideal","E","VS2",8430
"2444",1.51,"Very Good","E","VS2",14338
"2445",1.51,"Ideal","G","VS2",13828
"2446",1.2,"Ideal","G","VVS2",10812
"2447",0.9,"Good","I","VS2",3162
"2448",0.58,"Premium","H","SI1",1332
"2449",0.3,"Ideal","F","VS2",776
"2450",1.5,"Premium","F","SI1",10940
"2451",0.26,"Very Good","F","VVS1",591
"2452",0.41,"Ideal","G","SI1",671
"2453",0.42,"Premium","H","SI1",898
"2454",0.26,"Good","F","VS1",453
"2455",0.51,"Good","D","VS2",1430
"2456",1.13,"Ideal","D","VVS2",12150
"2457",0.71,"Good","D","VS1",3690
"2458",0.3,"Ideal","I","VVS1",709
"2459",0.34,"Ideal","F","VVS1",1174
"2460",0.9,"Very Good","H","VS1",4328
"2461",0.31,"Ideal","D","VVS2",982
"2462",0.42,"Ideal","E","VS2",902
"2463",0.51,"Premium","D","VS2",1716
"2464",1.03,"Premium","F","SI2",3974
"2465",0.36,"Premium","E","SI1",810
"2466",1.01,"Premium","H","SI2",3959
"2467",0.31,"Premium","F","SI1",516
"2468",0.34,"Ideal","D","VS2",687
"2469",0.52,"Ideal","E","VS2",1815
"2470",0.51,"Ideal","G","SI2",1121
"2471",0.26,"Very Good","G","VS2",397
"2472",0.33,"Ideal","G","VVS2",752
"2473",0.9,"Fair","F","SI1",3160
"2474",0.71,"Ideal","D","SI1",2694
"2475",0.3,"Premium","H","IF",1013
"2476",0.41,"Ideal","F","IF",1439
"2477",0.61,"Ideal","D","VVS2",3758
"2478",0.42,"Ideal","F","VVS1",1389
"2479",1.01,"Very Good","G","SI1",4890
"2480",0.56,"Ideal","G","SI2",1173
"2481",0.72,"Very Good","H","SI2",1953
"2482",0.33,"Ideal","E","VVS1",984
"2483",2.01,"Ideal","H","SI2",14998
"2484",1.05,"Very Good","H","SI1",5406
"2485",0.54,"Ideal","H","VS2",1453
"2486",1.01,"Very Good","D","SI1",5812
"2487",0.41,"Ideal","E","SI1",969
"2488",1.13,"Premium","H","SI1",5050
